ID,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,poster_url,trailer_url,ContentRatingID
11,Color,Zack Snyder,673,183,0,2000,Lauren Cohan,15000,330249056,Henry Cavill,Batman v Superman: Dawn of Justice,371639,24450,Alan D. Purwin,0,http://www.imdb.com/title/tt2975590/?ref_=fn_tt_tt_1,3018,English,USA,PG-13,250000000,2016,4000,6.9000000953674316,2.3499999046325684,197000,https://image.tmdb.org/t/p/w500/5UsK3grJvtQrtzEgqNlDljJW96w.jpg,https://www.youtube.com/watch?v=s9EkdAHqtvU,11
12,Color,Bryan Singer,434,169,0,903,Marlon Brando,18000,200069408,Kevin Spacey,Superman Returns,240396,29991,Frank Langella,0,http://www.imdb.com/title/tt0348150/?ref_=fn_tt_tt_1,2367,English,USA,PG-13,209000000,2006,10000,6.0999999046325684,2.3499999046325684,0,https://image.tmdb.org/t/p/w500/385XwTQZDpRX2d3kxtnpiLrjBXw.jpg,https://www.youtube.com/watch?v=zVCozSQj8TQ,11
13,Color,Marc Forster,403,106,395,393,Mathieu Amalric,451,168368432,Giancarlo Giannini,Quantum of Solace,330784,2023,Rory Kinnear,1,http://www.imdb.com/title/tt0830515/?ref_=fn_tt_tt_1,1243,English,UK,PG-13,200000000,2008,412,6.6999998092651367,2.3499999046325684,0,https://image.tmdb.org/t/p/w500/e3DXXLJHGqMx9yYpXsql1XNljmM.jpg,https://www.youtube.com/watch?v=BBqYaFEWBxI,11
14,Color,Gore Verbinski,313,151,563,1000,Orlando Bloom,40000,423032640,Johnny Depp,Pirates of the Caribbean: Dead Man's Chest,522040,48486,Jack Davenport,2,http://www.imdb.com/title/tt0383574/?ref_=fn_tt_tt_1,1832,English,USA,PG-13,225000000,2006,5000,7.3000001907348633,2.3499999046325684,5000,https://image.tmdb.org/t/p/w500/uXEqmloGyP7UXAiphJUu2v2pcuE.jpg,https://www.youtube.com/watch?v=9SFWn9taQTw,11
15,Color,Gore Verbinski,450,150,563,1000,Ruth Wilson,40000,89289912,Johnny Depp,The Lone Ranger,181792,45757,Tom Wilkinson,1,http://www.imdb.com/title/tt1210819/?ref_=fn_tt_tt_1,711,English,USA,PG-13,215000000,2013,2000,6.5,2.3499999046325684,48000,https://image.tmdb.org/t/p/w500/xRmsqvHnaWmrazJl9bTBqs4LAjp.jpg,https://www.youtube.com/watch?v=LoVhgaj6PiE,11
16,Color,Zack Snyder,733,143,0,748,Christopher Meloni,15000,291021568,Henry Cavill,Man of Steel,548573,20495,Harry Lennix,0,http://www.imdb.com/title/tt0770828/?ref_=fn_tt_tt_1,2536,English,USA,PG-13,225000000,2013,3000,7.1999998092651367,2.3499999046325684,118000,https://image.tmdb.org/t/p/w500/dksTL9NXc3GqPBRHYHcy1aIwjS.jpg,https://www.youtube.com/watch?v=vGrBV1C4hgo,11
17,Color,Andrew Adamson,258,150,80,201,Pierfrancesco Favino,22000,141614016,Peter Dinklage,The Chronicles of Narnia: Prince Caspian,149922,22697,Damián Alcázar,4,http://www.imdb.com/title/tt0499448/?ref_=fn_tt_tt_1,438,English,USA,PG,225000000,2008,216,6.5999999046325684,2.3499999046325684,0,https://image.tmdb.org/t/p/w500/qxz3WIyjZiSKUhaTIEJ3c1GcC9z.jpg,https://www.youtube.com/watch?v=bgK53cIYlZs,6
18,Color,Joss Whedon,703,173,0,19000,Robert Downey Jr.,26000,623279552,Chris Hemsworth,The Avengers,995415,87697,Scarlett Johansson,3,http://www.imdb.com/title/tt0848228/?ref_=fn_tt_tt_1,1722,English,USA,PG-13,220000000,2012,21000,8.1000003814697266,1.8500000238418579,123000,https://image.tmdb.org/t/p/w500/RYMX2wcKCBAr24UyPD7xwmjaTn.jpg,https://www.youtube.com/watch?v=hIR8Ar-Z4hw,11
19,Color,Rob Marshall,448,136,252,1000,Sam Claflin,40000,241063872,Johnny Depp,Pirates of the Caribbean: On Stranger Tides,370704,54083,Stephen Graham,4,http://www.imdb.com/title/tt1298650/?ref_=fn_tt_tt_1,484,English,USA,PG-13,250000000,2011,11000,6.6999998092651367,2.3499999046325684,58000,https://image.tmdb.org/t/p/w500/keGfSvCmYj7CvdRx36OdVrAEibE.jpg,https://www.youtube.com/watch?v=0BXCVe8Yww4,11
20,Color,Barry Sonnenfeld,451,106,188,718,Michael Stuhlbarg,10000,179020848,Will Smith,Men in Black 3,268154,12572,Nicole Scherzinger,1,http://www.imdb.com/title/tt1409024/?ref_=fn_tt_tt_1,341,English,USA,PG-13,225000000,2012,816,6.8000001907348633,1.8500000238418579,40000,https://image.tmdb.org/t/p/w500/90DdoEStzeObs96fsYf4GG544iN.jpg,https://www.youtube.com/watch?v=Y2r9AIfYcV8,11
21,Color,Peter Jackson,422,164,0,773,Adam Brown,5000,255108368,Aidan Turner,The Hobbit: The Battle of the Five Armies,354228,9152,James Nesbitt,0,http://www.imdb.com/title/tt2310332/?ref_=fn_tt_tt_1,802,English,New Zealand,PG-13,250000000,2014,972,7.5,2.3499999046325684,65000,https://image.tmdb.org/t/p/w500/xT98tLqatZPQApyRmlPL12LtiWp.jpg,https://www.youtube.com/watch?v=Y6Fv5StfAxA,11
22,Color,Marc Webb,599,153,464,963,Andrew Garfield,15000,262030656,Emma Stone,The Amazing Spider-Man,451803,28489,Chris Zylka,0,http://www.imdb.com/title/tt0948470/?ref_=fn_tt_tt_1,1225,English,USA,PG-13,230000000,2012,10000,7,2.3499999046325684,56000,https://image.tmdb.org/t/p/w500/jexoNYnPd6vVrmygwF6QZmWPFdu.jpg,https://www.youtube.com/watch?v=WLxul0Vzuhk,11
23,Color,Ridley Scott,343,156,0,738,William Hurt,891,105219736,Mark Addy,Robin Hood,211765,3244,Scott Grimes,0,http://www.imdb.com/title/tt0955308/?ref_=fn_tt_tt_1,546,English,USA,PG-13,200000000,2010,882,6.6999998092651367,2.3499999046325684,17000,https://image.tmdb.org/t/p/w500/9NS5QGOfck24yL3bZqWeW06PgPC.jpg,https://www.youtube.com/watch?v=gnT3DRvQXXM,11
24,Color,Peter Jackson,509,186,0,773,Adam Brown,5000,258355360,Aidan Turner,The Hobbit: The Desolation of Smaug,483540,9152,James Nesbitt,6,http://www.imdb.com/title/tt1170358/?ref_=fn_tt_tt_1,951,English,USA,PG-13,225000000,2013,972,7.9000000953674316,2.3499999046325684,83000,https://image.tmdb.org/t/p/w500/xQYiXsheRCDBA39DOrmaw1aSpbk.jpg,https://www.youtube.com/watch?v=gAo95e7_XKA,11
25,Color,Chris Weitz,251,113,129,1000,Eva Green,16000,70083520,Christopher Lee,The Golden Compass,149019,24106,Kristin Scott Thomas,2,http://www.imdb.com/title/tt0385752/?ref_=fn_tt_tt_1,666,English,USA,PG-13,180000000,2007,6000,6.0999999046325684,2.3499999046325684,0,https://image.tmdb.org/t/p/w500/6DTH9poR8RAw859L6OuokT7z993.jpg,https://www.youtube.com/watch?v=x7u-Ve9kBeQ,11
26,Color,Peter Jackson,446,201,0,84,Thomas Kretschmann,6000,218051264,Naomi Watts,King Kong,316018,7123,Evan Parke,0,http://www.imdb.com/title/tt0360717/?ref_=fn_tt_tt_1,2618,English,New Zealand,PG-13,207000000,2005,919,7.1999998092651367,2.3499999046325684,0,https://image.tmdb.org/t/p/w500/6a2HY6UmD7XiDD3NokgaBAXEsD2.jpg,https://www.youtube.com/watch?v=9extfjDZCts,11
27,Color,James Cameron,315,194,0,794,Kate Winslet,29000,658672320,Leonardo DiCaprio,Titanic,793059,45223,Gloria Stuart,0,http://www.imdb.com/title/tt0120338/?ref_=fn_tt_tt_1,2528,English,USA,PG-13,200000000,1997,14000,7.6999998092651367,2.3499999046325684,26000,https://image.tmdb.org/t/p/w500/9xjZS2rlVxm8SFx8kPC3aIGCOYQ.jpg,https://www.youtube.com/watch?v=UFQ2AZVQ9mg,11
28,Color,Anthony Russo,516,147,94,11000,Scarlett Johansson,21000,407197280,Robert Downey Jr.,Captain America: Civil War,272670,64798,Chris Evans,0,http://www.imdb.com/title/tt3498820/?ref_=fn_tt_tt_1,1022,English,USA,PG-13,250000000,2016,19000,8.1999998092651367,2.3499999046325684,72000,https://image.tmdb.org/t/p/w500/rAGiXaUfPzY7CDEyNKUofk3Kw2e.jpg,https://www.youtube.com/watch?v=dKrVegVI0Us,11
29,Color,Peter Berg,377,131,532,627,Alexander Skarsgård,14000,65173160,Liam Neeson,Battleship,202382,26679,Tadanobu Asano,0,http://www.imdb.com/title/tt1440129/?ref_=fn_tt_tt_1,751,English,USA,PG-13,209000000,2012,10000,5.9000000953674316,2.3499999046325684,44000,https://image.tmdb.org/t/p/w500/9b0Im7SfedHiajTwzSL9zGyBI7M.jpg,https://www.youtube.com/watch?v=wvXKvbIAq2k,11
30,Color,Colin Trevorrow,644,124,365,1000,Judy Greer,3000,652177280,Bryce Dallas Howard,Jurassic World,418214,8458,Omar Sy,0,http://www.imdb.com/title/tt0369610/?ref_=fn_tt_tt_1,1290,English,USA,PG-13,150000000,2015,2000,7,2,150000,https://image.tmdb.org/t/p/w500/rhr4y79GpxQF9IsfJItRXVaoGs4.jpg,https://www.youtube.com/watch?v=aJJrkyHas78,11
31,Color,Sam Mendes,750,143,0,393,Helen McCrory,883,304360288,Albert Finney,Skyfall,522030,2039,Rory Kinnear,0,http://www.imdb.com/title/tt1074638/?ref_=fn_tt_tt_1,1498,English,UK,PG-13,200000000,2012,563,7.8000001907348633,2.3499999046325684,80000,https://image.tmdb.org/t/p/w500/d0IVecFQvsGdSbnMAHqiYsNYaJT.jpg,https://www.youtube.com/watch?v=YvV3g8hLlyU,11
32,Color,Sam Raimi,300,135,0,4000,James Franco,24000,373377888,J.K. Simmons,Spider-Man 2,411164,43388,Kirsten Dunst,1,http://www.imdb.com/title/tt0316654/?ref_=fn_tt_tt_1,1303,English,USA,PG-13,200000000,2004,11000,7.3000001907348633,2.3499999046325684,0,https://image.tmdb.org/t/p/w500/aGuvNAaaZuWXYQQ6N2v7DeuP6mB.jpg,https://www.youtube.com/watch?v=3jBFwltrxJw,11
33,Color,Shane Black,608,195,1000,3000,Jon Favreau,21000,408992256,Robert Downey Jr.,Iron Man 3,557489,30426,Don Cheadle,3,http://www.imdb.com/title/tt1300854/?ref_=fn_tt_tt_1,1187,English,USA,PG-13,200000000,2013,4000,7.1999998092651367,2.3499999046325684,95000,https://image.tmdb.org/t/p/w500/qhPtAc1TKbMPqNvcdXSOn9Bn7hZ.jpg,https://www.youtube.com/watch?v=YLorLVa95Xo,11
34,Color,Tim Burton,451,108,13000,11000,Alan Rickman,40000,334185216,Johnny Depp,Alice in Wonderland,306320,79957,Anne Hathaway,0,http://www.imdb.com/title/tt1014759/?ref_=fn_tt_tt_1,736,English,USA,PG,200000000,2010,25000,6.5,1.8500000238418579,24000,https://image.tmdb.org/t/p/w500/o0kre9wRCZz3jjSjaru7QU0UtFz.jpg,https://www.youtube.com/watch?v=9POCgSRVvf0,6
35,Color,Brett Ratner,334,104,420,560,Kelsey Grammer,20000,234360016,Hugh Jackman,X-Men: The Last Stand,383427,21714,Daniel Cudmore,0,http://www.imdb.com/title/tt0376994/?ref_=fn_tt_tt_1,1912,English,Canada,PG-13,210000000,2006,808,6.8000001907348633,2.3499999046325684,0,https://image.tmdb.org/t/p/w500/a2xicU8DpKtRizOHjQLC1JyCSRS.jpg,https://www.youtube.com/watch?v=X8ozc_dQprk,11
36,Color,Dan Scanlon,376,104,37,760,Tyler Labine,12000,268488320,Steve Buscemi,Monsters University,235025,14863,Sean Hayes,0,http://www.imdb.com/title/tt1453405/?ref_=fn_tt_tt_1,265,English,USA,G,200000000,2013,779,7.3000001907348633,1.8500000238418579,44000,https://image.tmdb.org/t/p/w500/y7thwJ7z5Bplv6vwl6RI0yteaDD.jpg,https://www.youtube.com/watch?v=xBzPioph8CI,14
37,Color,Michael Bay,366,150,0,464,Kevin Dunn,894,402076704,Glenn Morshower,Transformers: Revenge of the Fallen,323207,3218,Ramon Rodriguez,0,http://www.imdb.com/title/tt1055369/?ref_=fn_tt_tt_1,1439,English,USA,PG-13,200000000,2009,581,6,2.3499999046325684,0,https://image.tmdb.org/t/p/w500/pLBb0whOzVDtJvyD4DPeQyQNOqp.jpg,https://www.youtube.com/watch?v=fnXzKwUgDhg,11
38,Color,Michael Bay,378,165,0,808,Sophia Myles,974,245428144,Bingbing Li,Transformers: Age of Extinction,242420,3988,Kelsey Grammer,2,http://www.imdb.com/title/tt2109248/?ref_=fn_tt_tt_1,918,English,USA,PG-13,210000000,2014,956,5.6999998092651367,2.3499999046325684,56000,https://image.tmdb.org/t/p/w500/jyzrfx2WaeY60kYZpPYepSjGz4S.jpg,https://www.youtube.com/watch?v=S30VkLn5a2o,11
39,Color,Sam Raimi,525,130,0,11000,Mila Kunis,44000,234903072,Tim Holmes,Oz the Great and Powerful,175409,73441,James Franco,4,http://www.imdb.com/title/tt1623205/?ref_=fn_tt_tt_1,511,English,USA,PG,215000000,2013,15000,6.4000000953674316,2.3499999046325684,60000,https://image.tmdb.org/t/p/w500/tkzfAUEKoUp4YFNbZV9hfpZOz0z.jpg,https://www.youtube.com/watch?v=DylgNj4YQVc,6
40,Color,Marc Webb,495,142,464,825,Andrew Garfield,15000,202853936,Emma Stone,The Amazing Spider-Man 2,321227,28631,B.J. Novak,0,http://www.imdb.com/title/tt1872181/?ref_=fn_tt_tt_1,1067,English,USA,PG-13,200000000,2014,10000,6.6999998092651367,2.3499999046325684,41000,https://image.tmdb.org/t/p/w500/dGjoPttcbKR5VWg1jQuNFB247KL.jpg,https://www.youtube.com/watch?v=DlM2CWNTQ84,11
41,Color,Joseph Kosinski,469,125,364,1000,Olivia Wilde,12000,172051792,Jeff Bridges,TRON: Legacy,264183,25550,James Frain,0,http://www.imdb.com/title/tt1104001/?ref_=fn_tt_tt_1,665,English,USA,PG,170000000,2010,10000,6.8000001907348633,2.3499999046325684,30000,https://image.tmdb.org/t/p/w500/vuifSABRpSnxCAOxEnWpNbZSXpp.jpg,https://www.youtube.com/watch?v=m9CTGwEZiPk,6
42,Color,John Lasseter,304,106,487,776,Thomas Kretschmann,1000,191450880,Joe Mantegna,Cars 2,101178,4482,Eddie Izzard,0,http://www.imdb.com/title/tt1216475/?ref_=fn_tt_tt_1,283,English,USA,G,200000000,2011,919,6.3000001907348633,2.3499999046325684,10000,https://image.tmdb.org/t/p/w500/okIz1HyxeVOMzYwwHUjH2pHi74I.jpg,https://www.youtube.com/watch?v=lg5hj2c5Nkk,14
43,Color,Martin Campbell,436,123,258,326,Temuera Morrison,16000,116593192,Ryan Reynolds,Green Lantern,223393,17657,Taika Waititi,2,http://www.imdb.com/title/tt1133985/?ref_=fn_tt_tt_1,550,English,USA,PG-13,200000000,2011,368,5.5999999046325684,2.3499999046325684,24000,https://image.tmdb.org/t/p/w500/fj21HwUprqjjwTdkKC1XZurRSpV.jpg,https://www.youtube.com/watch?v=W7w07MLhhb4,11
44,Color,Lee Unkrich,453,103,125,721,John Ratzenberger,15000,414984512,Tom Hanks,Toy Story 3,544884,19085,Don Rickles,3,http://www.imdb.com/title/tt0435761/?ref_=fn_tt_tt_1,733,English,USA,G,200000000,2010,1000,8.3000001907348633,1.8500000238418579,30000,https://image.tmdb.org/t/p/w500/AbbXspMOwdvwWZgVN0nabZq03Ec.jpg,https://www.youtube.com/watch?v=2BlMNH1QTeE,14
45,Color,McG,422,118,368,988,Bryce Dallas Howard,23000,125320000,Christian Bale,Terminator Salvation,286095,27468,Common,0,http://www.imdb.com/title/tt0438488/?ref_=fn_tt_tt_1,974,English,USA,PG-13,200000000,2009,3000,6.5999999046325684,2.3499999046325684,0,https://image.tmdb.org/t/p/w500/gw6JhlekZgtKUFlDTezq3j5JEPK.jpg,https://www.youtube.com/watch?v=dayIedrLq_U,11
46,Color,James Wan,424,140,0,14000,Paul Walker,26000,350034112,Jason Statham,Furious 7,278232,79150,Vin Diesel,0,http://www.imdb.com/title/tt2820852/?ref_=fn_tt_tt_1,657,English,USA,PG-13,190000000,2015,23000,7.1999998092651367,2.3499999046325684,94000,https://image.tmdb.org/t/p/w500/wurKlC3VKUgcfsn0K51MJYEleS2.jpg,https://www.youtube.com/watch?v=B3Ms2yFvus0,11
47,Color,Marc Forster,654,123,395,1000,Brad Pitt,17000,202351616,Peter Capaldi,World War Z,465019,32392,Mireille Enos,0,http://www.imdb.com/title/tt0816711/?ref_=fn_tt_tt_1,995,English,USA,PG-13,190000000,2013,11000,7,2.3499999046325684,129000,https://image.tmdb.org/t/p/w500/aCnVdvExw6UWSeQfr0tUH3jr4qG.jpg,https://www.youtube.com/watch?v=TvRCQM2HrXs,11
48,Color,Bryan Singer,539,149,0,20000,Peter Dinklage,34000,233914992,Jennifer Lawrence,X-Men: Days of Future Past,514125,91434,Hugh Jackman,7,http://www.imdb.com/title/tt1877832/?ref_=fn_tt_tt_1,752,English,USA,PG-13,200000000,2014,22000,8,2.3499999046325684,82000,https://image.tmdb.org/t/p/w500/tYfijzolzgoMOtegh1Y7j2Enorg.jpg,https://www.youtube.com/watch?v=gsjtg7m1MMM,11
49,Color,J.J. Abrams,590,132,14000,928,Bruce Greenwood,19000,228756224,Benedict Cumberbatch,Star Trek Into Darkness,395573,21411,Noel Clarke,0,http://www.imdb.com/title/tt1408101/?ref_=fn_tt_tt_1,1171,English,USA,PG-13,190000000,2013,981,7.8000001907348633,2.3499999046325684,92000,https://image.tmdb.org/t/p/w500/7XrRkhMa9lQ71RszzSyVrJVvhyS.jpg,https://www.youtube.com/watch?v=RJ1qOs7jkIQ,11
50,Color,Bryan Singer,338,114,0,140,Ewen Bremner,979,65171860,Eddie Marsan,Jack the Giant Slayer,106416,1766,Ralph Brown,1,http://www.imdb.com/title/tt1351685/?ref_=fn_tt_tt_1,205,English,USA,PG-13,195000000,2013,557,6.3000001907348633,2.3499999046325684,22000,https://image.tmdb.org/t/p/w500/9jSI7saUX9Qz0JLh19jX2ulEwL7.jpg,https://www.youtube.com/watch?v=xpkcEIsgGmU,11
51,Color,Baz Luhrmann,490,143,1000,77,Elizabeth Debicki,29000,144812800,Leonardo DiCaprio,The Great Gatsby,362912,29770,Steve Bisley,4,http://www.imdb.com/title/tt1343092/?ref_=fn_tt_tt_1,753,English,Australia,PG-13,105000000,2013,509,7.3000001907348633,2.3499999046325684,115000,https://image.tmdb.org/t/p/w500/nimh1rrDDLhgpG8XAYoUZXHYwb6.jpg,https://www.youtube.com/watch?v=l6yANES3TMM,11
52,Color,Mike Newell,306,116,179,236,Richard Coyle,15000,90755640,Jake Gyllenhaal,Prince of Persia: The Sands of Time,222403,16149,Reece Ritchie,2,http://www.imdb.com/title/tt0473075/?ref_=fn_tt_tt_1,453,English,USA,PG-13,200000000,2010,567,6.5999999046325684,2.3499999046325684,23000,https://image.tmdb.org/t/p/w500/34Vbk8VNMtETTOSG3jCHWwlWr1m.jpg,https://www.youtube.com/watch?v=m--uWEyMbrY,11
53,Color,Guillermo del Toro,575,131,0,919,Clifton Collins Jr.,16000,101785480,Charlie Hunnam,Pacific Rim,381148,19166,Larry Joe Campbell,0,http://www.imdb.com/title/tt1663662/?ref_=fn_tt_tt_1,1106,English,USA,PG-13,190000000,2013,968,7,1.8500000238418579,83000,https://image.tmdb.org/t/p/w500/8wo4eN8dWKaKlxhSvBz19uvj8gA.jpg,https://www.youtube.com/watch?v=hQAQxQop6Io,11
54,Color,Michael Bay,428,154,0,581,Lester Speight,894,352358784,Glenn Morshower,Transformers: Dark of the Moon,326180,2593,Kevin Dunn,2,http://www.imdb.com/title/tt1399103/?ref_=fn_tt_tt_1,899,English,USA,PG-13,195000000,2011,829,6.3000001907348633,2.3499999046325684,46000,https://image.tmdb.org/t/p/w500/28YlCLrFhONteYSs9hKjD1Km0Cj.jpg,https://www.youtube.com/watch?v=XeUtb5L9iNE,11
55,Color,Steven Spielberg,470,122,14000,1000,Ray Winstone,11000,317011104,Harrison Ford,Indiana Jones and the Kingdom of the Crystal Skull,333847,14959,Jim Broadbent,2,http://www.imdb.com/title/tt0367882/?ref_=fn_tt_tt_1,2054,English,USA,PG-13,185000000,2008,1000,6.1999998092651367,2.3499999046325684,5000,https://image.tmdb.org/t/p/w500/56As6XEM1flWvprX4LgkPl8ii4K.jpg,https://www.youtube.com/watch?v=kTJy1rFBtVw,11
56,Color,Peter Sohn,298,93,113,113,Jack McGraw,275,123070336,A.J. Buckley,The Good Dinosaur,62836,696,Peter Sohn,0,http://www.imdb.com/title/tt1979388/?ref_=fn_tt_tt_1,345,English,USA,PG,,2015,150,6.8000001907348633,2.3499999046325684,20000,https://image.tmdb.org/t/p/w500/8RSkxOO80btfKjyiC5ZiTaCHIT8.jpg,https://www.youtube.com/watch?v=daFnEiLEx70,6
57,Color,Mark Andrews,488,93,56,838,John Ratzenberger,2000,237282176,Kelly Macdonald,Brave,273556,5005,Julie Walters,0,http://www.imdb.com/title/tt1217209/?ref_=fn_tt_tt_1,428,English,USA,PG,185000000,2012,1000,7.1999998092651367,2.3499999046325684,39000,https://image.tmdb.org/t/p/w500/1XAuDtMWpL0sYSFK0R6EZate2Ux.jpg,https://www.youtube.com/watch?v=TEHWDA_6e3M,6
58,Color,Justin Lin,322,122,681,105,Melissa Roxburgh,998,130468624,Sofia Boutella,Star Trek Beyond,53607,1327,Lydia Wilson,4,http://www.imdb.com/title/tt2660888/?ref_=fn_tt_tt_1,432,English,USA,PG-13,185000000,2016,119,7.5,2.3499999046325684,30000,https://image.tmdb.org/t/p/w500/cnQp8GmOWahIgQaH60Kwez3TNzw.jpg,https://www.youtube.com/watch?v=NwpvjQKdpvI,11
59,Color,Andrew Stanton,421,98,475,522,Fred Willard,1000,223806896,John Ratzenberger,WALL·E,718837,2975,Jeff Garlin,0,http://www.imdb.com/title/tt0910970/?ref_=fn_tt_tt_1,1043,English,USA,G,180000000,2008,729,8.3999996185302734,2.3499999046325684,16000,https://image.tmdb.org/t/p/w500/hbhFnRzzg6ZDmm8YAmxBnQpQIPh.jpg,https://www.youtube.com/watch?v=Tbr_L9Gap_M,14
60,Color,Brett Ratner,162,91,420,173,Dana Ivey,268,140080848,Tzi Ma,Rush Hour 3,121084,1125,Noémie Lenoir,2,http://www.imdb.com/title/tt0293564/?ref_=fn_tt_tt_1,221,English,USA,PG-13,140000000,2007,268,6.1999998092651367,2.3499999046325684,0,https://image.tmdb.org/t/p/w500/rZ7IxJlPhNNJ6Rn8z1rzsXuA70P.jpg,https://www.youtube.com/watch?v=FRDRWXfQyJE,11
